0.0,32.6,14.6,32.2,32.2,24.8,21.0,31.6,17.8,15.6,26.4,16.6,26.4,46.9,45.4,42.4,40.7,22.8,28.2,16.5,29.3,39.2,46.2,27.8,37.6
32.6,0.0,34.4,20.2,23.9,16.4,36.2,36.1,47.4,43.3,50.3,23.4,9.4,21.2,13.0,25.2,32.7,27.5,47.4,49.0,10.4,12.2,23.3,35.0,30.1
14.6,34.4,0.0,25.0,42.7,33.5,35.4,45.0,15.0,29.2,40.3,11.2,32.0,53.2,47.2,51.5,52.2,35.4,42.7,22.4,26.9,36.4,40.0,14.1,26.9
32.2,20.2,25.0,0.0,41.2,31.6,46.1,50.5,40.0,47.2,57.0,15.8,25.5,41.2,29.2,45.0,51.0,40.3,56.6,46.1,10.0,14.1,15.0,18.0,10.0
32.2,23.9,42.7,41.2,0.0,10.0,20.6,13.9,50.0,33.5,35.4,35.4,15.8,20.0,29.2,11.2,10.0,11.2,30.0,46.1,31.6,36.1,47.2,50.2,51.0
24.8,16.4,33.5,31.6,10.0,0.0,20.6,19.8,42.4,30.4,35.4,25.5,7.1,22.4,25.5,18.0,20.0,11.2,31.6,40.3,22.4,28.3,39.1,40.3,41.2
21.0,36.2,35.4,46.1,20.6,20.6,0.0,12.2,36.4,14.1,15.0,33.5,26.9,40.3,46.1,31.6,25.0,10.0,11.2,29.2,39.1,47.2,57.0,47.4,54.1
31.6,36.1,45.0,50.5,13.9,19.8,12.2,0.0,48.1,26.2,24.2,40.8,26.9,33.4,42.9,23.0,13.9,10.4,17.7,41.3,41.9,48.1,58.9,55.6,59.6
17.8,47.4,15.0,40.0,50.0,42.4,36.4,48.1,0.0,25.0,35.4,25.5,43.0,64.0,60.4,60.2,58.3,40.3,40.0,11.2,41.2,51.0,55.0,26.9,41.2
15.6,43.3,29.2,47.2,33.5,30.4,14.1,26.2,25.0,0.0,11.2,32.0,35.0,52.2,55.0,44.7,39.1,22.4,15.0,15.8,42.7,52.2,60.4,43.0,53.2
26.4,50.3,40.3,57.0,35.4,35.4,15.0,24.2,35.4,11.2,0.0,42.4,41.2,55.2,60.8,46.1,38.1,25.0,7.1,25.0,51.5,60.4,69.5,54.1,63.6
16.6,23.4,11.2,15.8,35.4,25.5,33.5,40.8,25.5,32.0,42.4,0.0,22.4,43.0,36.1,42.7,45.3,30.4,43.0,30.4,15.8,25.5,30.4,15.0,21.2
26.4,9.4,32.0,25.5,15.8,7.1,26.9,26.9,43.0,35.0,41.2,22.4,0.0,21.2,20.0,20.6,25.5,18.0,38.1,42.7,15.8,21.2,32.0,36.4,35.4
46.9,21.2,53.2,41.2,20.0,22.4,40.3,33.4,64.0,52.2,55.2,43.0,21.2,0.0,15.8,11.2,22.4,30.4,50.0,62.6,31.6,30.0,40.3,55.9,51.0
45.4,13.0,47.2,29.2,29.2,25.5,46.1,42.9,60.4,55.0,60.8,36.1,20.0,15.8,0.0,25.0,35.4,36.4,57.0,61.8,21.2,15.8,25.0,46.1,38.1
42.4,25.2,51.5,45.0,11.2,18.0,31.6,23.0,60.2,44.7,46.1,42.7,20.6,11.2,25.0,0.0,11.2,22.4,40.3,57.0,35.0,36.4,47.4,57.0,55.0
40.7,32.7,52.2,51.0,10.0,20.0,25.0,13.9,58.3,39.1,38.1,45.3,25.5,22.4,35.4,11.2,0.0,18.0,31.6,53.2,41.2,44.7,55.9,60.2,60.8
22.8,27.5,35.4,40.3,11.2,11.2,10.0,10.4,40.3,22.4,25.0,30.4,18.0,30.4,36.4,22.4,18.0,0.0,20.6,35.4,32.0,39.1,49.5,45.3,49.2
28.2,47.4,42.7,56.6,30.0,31.6,11.2,17.7,40.0,15.0,7.1,43.0,38.1,50.0,57.0,40.3,31.6,20.6,0.0,30.4,50.0,58.3,68.0,55.9,64.0
16.5,49.0,22.4,46.1,46.1,40.3,29.2,41.3,11.2,15.8,25.0,30.4,42.7,62.6,61.8,57.0,53.2,35.4,30.4,0.0,45.0,55.0,60.8,36.1,49.2
29.3,10.4,26.9,10.0,31.6,22.4,39.1,41.9,41.2,42.7,51.5,15.8,15.8,31.6,21.2,35.0,41.2,32.0,50.0,45.0,0.0,10.0,18.0,25.0,20.0
39.2,12.2,36.4,14.1,36.1,28.3,47.2,48.1,51.0,52.2,60.4,25.5,21.2,30.0,15.8,36.4,44.7,39.1,58.3,55.0,10.0,0.0,11.2,32.0,22.4
46.2,23.3,40.0,15.0,47.2,39.1,57.0,58.9,55.0,60.4,69.5,30.4,32.0,40.3,25.0,47.4,55.9,49.5,68.0,60.8,18.0,11.2,0.0,31.6,18.0
27.8,35.0,14.1,18.0,50.2,40.3,47.4,55.6,26.9,43.0,54.1,15.0,36.4,55.9,46.1,57.0,60.2,45.3,55.9,36.1,25.0,32.0,31.6,0.0,15.0
37.6,30.1,26.9,10.0,51.0,41.2,54.1,59.6,41.2,53.2,63.6,21.2,35.4,51.0,38.1,55.0,60.8,49.2,64.0,49.2,20.0,22.4,18.0,15.0,0.0
